ID:新冠肺炎|我采访了刚到中国支援的德国顶尖病毒研究家
{'danmu_send_time': '2021-01-14 21:14:21', 'text': '新年快乐虽然是不完美的一年'}
{'reply_time': '2020-02-06 01:28:15', 'reply_like': 0, 'reply_content': '记错了是一家七口'}
{'reply_time': '2020-02-06 23:35:52', 'reply_like': 0, 'reply_content': '排查一下，当心腹型感染'}
{'reply_time': '2020-02-06 23:49:49', 'reply_like': 0, 'reply_content': '回复 @三千好医生 :谢谢关心٩( &#39;ω&#39; )و 我爸已经好了'}
{'reply_time': '2020-02-06 11:45:44', 'reply_like': 261, 'reply_content': '吓我一跳，没事就好！'}
{'reply_time': '2020-02-06 11:52:40', 'reply_like': 0, 'reply_content': '要不是翻翻评论，还看不到你啊阳阳[喜极而泣]'}
{'reply_time': '2020-02-06 12:17:52', 'reply_like': 2, 'reply_content': '毛毛鸭没排面'}
{'reply_time': '2020-02-06 13:10:31', 'reply_like': 0, 'reply_content': '顶顶阳阳'}
{'reply_time': '2020-02-06 15:35:45', 'reply_like': 0, 'reply_content': '捞一捞[妙啊]'}
{'reply_time': '2020-02-06 16:24:07', 'reply_like': 0, 'reply_content': '莫得排名马马阳'}
{'reply_time': '2020-02-06 18:32:09', 'reply_like': 0, 'reply_content': '捞一捞'}
{'reply_time': '2020-02-07 09:34:48', 'reply_like': 0, 'reply_content': '捞一捞'}
{'reply_time': '2020-05-18 19:49:22', 'reply_like': 1, 'reply_content': '太重了老不起来了[doge]'}
{'reply_time': '2020-02-05 22:16:49', 'reply_like': 237, 'reply_content': '家里有人是公务员，他们几乎每天从8点工作到晚上10点，有时候更晚，每天都在排查，但是很多地方真的很难控制。主要是有人不配合，不仅有侥幸心理，还要阻挠排查工作，打工作人员都是有的。希望这些人能看到up的视频，并理解工作人员的辛苦就好了。他们很多人真的是在冒着生命危险在保护更多人的生命呀！'}
{'reply_time': '2020-02-06 02:01:28', 'reply_like': 13, 'reply_content': '我爸爸就是，我弟弟小，最近老咳嗽，有时候额头温度还有点高。我爸每次听到我弟咳嗽就很慌张。我爸爸是警察，两次和危险擦肩而过，上次去黄冈开会中有一个人确诊了！幸运的我爸那次有事情请假没有去，希望老天保佑我们全家健康！我好害怕'}
{'reply_time': '2020-02-06 07:18:27', 'reply_like': 4, 'reply_content': '我妈妈也是负责各种排查，希望一切平安'}
{'reply_time': '2020-02-06 16:15:19', 'reply_like': 2, 'reply_content': '我家有人是小县城的一二把手，难得年三十回来了，大年初一一大早顶着大雪送回去，原本只是说去值班的结果被留下来就没回来[嫌弃]从大年初一加班加到现在不得空[加油武汉]'}
{'reply_time': '2020-02-05 23:14:41', 'reply_like': 147, 'reply_content': '晋江毒王，一人送4000人隔离[尴尬]'}
{'reply_time': '2020-02-06 02:02:56', 'reply_like': 2, 'reply_content': '这种人应该犯法吧应该判刑啊'}
{'reply_time': '2020-02-06 10:03:41', 'reply_like': 0, 'reply_content': '这是啥新闻？给我讲讲呗'}
{'reply_time': '2020-02-06 13:22:05', 'reply_like': 2, 'reply_content': '回复 @FFF异端审判233 :https://b23.tv/av86838150看这个视频有'}
{'reply_time': '2020-02-06 22:27:02', 'reply_like': 4, 'reply_content': '回复 @小陈炒蛋 :公安局就是依危害公共安全罪逮捕了他的，治好后坐牢跑不了的，至于能不能治好就看它的造化了'}
{'reply_time': '2020-02-07 14:30:51', 'reply_like': 4, 'reply_content': '回复 @圣光熄灭者弗洛尔 :我觉得除了判刑，最好能像上海那样，纳入个人征信。'}
{'reply_time': '2020-02-07 16:32:43', 'reply_like': 0, 'reply_content': '回复 @圣光熄灭者弗洛尔 :最好是判死刑，不过要给他治好后再执行[doge]'}
{'reply_time': '2020-02-08 00:24:39', 'reply_like': 0, 'reply_content': '这种把他关起来都算救他了吧。。。'}
{'reply_time': '2020-02-11 18:08:31', 'reply_like': 2, 'reply_content': '回复 @渣游戏卖萌宅 :如果判死刑的话救他就是浪费资源，浪费劳力物力，辛苦救活还得死那救人的也太惨了。我觉得还是判无期吧，毕竟他隐瞒就是因为不想隔离，那就应该让他在牢里隔离一辈子'}
{'reply_time': '2020-02-11 18:16:59', 'reply_like': 0, 'reply_content': '回复 @silvery白 :太残忍了[doge]'}
{'reply_time': '2020-03-06 13:55:44', 'reply_like': 0, 'reply_content': '回复 @silvery白 :不浪费！对于新型疾病每治好一列就是一次经验！每康复一个就多此次找到抗体的机会！'}
{'reply_time': '2020-02-05 21:43:28', 'reply_like': 128, 'reply_content': '贴脸。。（要素察觉）'}
{'reply_time': '2020-02-05 21:57:59', 'reply_like': 134, 'reply_content': '请注意哈，普通人可以用外科口罩，去医院什么的陪同和疑似要用n95(注意疑似不能带阀门)，剩下的就是大家加油💪，武汉加油💪！'}
{'reply_time': '2020-02-05 22:13:41', 'reply_like': 107, 'reply_content': '我年前买了一只狗子，我奶奶打算给他杀虫，结果被咬了一口出血了，家里人都说不用打疫苗，还是我强拉着去打疫苗的[无语]'}
{'reply_time': '2020-02-06 02:32:38', 'reply_like': 0, 'reply_content': '为啥咬人'}
{'reply_time': '2020-02-06 03:27:42', 'reply_like': 1, 'reply_content': '回复 @火焰校风 :可能一开始不熟悉吧'}
{'reply_time': '2020-02-06 10:02:18', 'reply_like': 0, 'reply_content': '可以用十日观察法的，狗没事人就没事[笑哭]'}
{'reply_time': '2020-02-06 10:34:35', 'reply_like': 0, 'reply_content': '回复 @FFF异端审判233 :过了十天再打疫苗还有用？'}
{'reply_time': '2020-02-06 11:30:00', 'reply_like': 0, 'reply_content': '回复 @寒霜brook :在？百度一下十日观察法是什么意思？'}
{'reply_time': '2020-02-06 11:44:53', 'reply_like': 0, 'reply_content': '回复 @FFF异端审判233 :[无语]我还以为不用打疫苗了'}
{'reply_time': '2020-02-06 12:03:24', 'reply_like': 1, 'reply_content': '回复 @FFF异端审判233 :狗有事人没了'}
{'reply_time': '2020-02-06 12:11:48', 'reply_like': 0, 'reply_content': '回复 @羊呵呵 :百度一下会死吗[无语]'}
{'reply_time': '2020-02-06 20:47:32', 'reply_like': 2, 'reply_content': '回复 @酌小年 :十日观察法经过世界卫生组织认证有效来着，更何况十年以上的潜伏期基本上不可能'}
{'reply_time': '2020-02-06 22:31:47', 'reply_like': 0, 'reply_content': '回复 @酌小年 :你给我整乐了'}
{'reply_time': '2020-02-07 12:00:03', 'reply_like': 0, 'reply_content': '回复 @zwsndy :我假报道看多了'}
{'reply_time': '2020-02-07 12:00:14', 'reply_like': 0, 'reply_content': '回复 @FFF异端审判233 :我假报道看多了'}
{'reply_time': '2020-02-19 21:21:59', 'reply_like': 0, 'reply_content': '回复 @FFF异端审判233 :狂犬病潜伏期一两年，一发病就没救了'}
{'reply_time': '2020-02-05 21:46:45', 'reply_like': 106, 'reply_content': '老乡啊我泰顺泗溪的这里疫情很严重！到处有警车隔离居民不让大型聚会，祝裤头君早日康复，泰顺人民和你一起抗击病毒！！！[点赞][点赞]'}
{'reply_time': '2020-02-05 22:24:53', 'reply_like': 1, 'reply_content': '会好起来的奥利给！'}
{'reply_time': '2020-02-05 23:06:52', 'reply_like': 0, 'reply_content': '老乡握手，我横坑的'}
{'reply_time': '2020-02-05 23:42:38', 'reply_like': 0, 'reply_content': '老乡啊我也泗溪的'}
{'reply_time': '2020-02-06 10:46:47', 'reply_like': 0, 'reply_content': '回复 @欧的老夭 :老乡！泗溪现在很多店都拦了吧'}
{'reply_time': '2020-02-06 10:47:19', 'reply_like': 1, 'reply_content': '回复 @188斤的胖子 :希望我们一起抗过疫情'}
{'reply_time': '2020-02-06 12:06:46', 'reply_like': 3, 'reply_content': '我那有个昨天还想出去上班，结果上了高速下不了。高速口都不让下，终于下来了。然后又给泗溪拦住不让进，最后打电话给政府才回来[囧][囧]'}
{'reply_time': '2020-02-06 12:32:08', 'reply_like': 2, 'reply_content': '意外刷b站看到了老乡，我罗阳的'}
{'reply_time': '2020-02-06 13:04:06', 'reply_like': 2, 'reply_content': '罗阳的 武汉没封城前几天 我还跟我朋友去人员密集的大街上溜达好几天 幸亏没事要不然炸裂 但是还以为这个肺炎就跟感冒一样没什么事 现在看真是个憨憨'}
{'reply_time': '2020-02-06 13:14:17', 'reply_like': 2, 'reply_content': '老乡我是隔壁雅阳的'}
{'reply_time': '2020-02-06 13:31:42', 'reply_like': 0, 'reply_content': '回复 @188斤的胖子 :泗溪很严最近不要出来'}
{'reply_time': '2020-02-06 13:32:17', 'reply_like': 0, 'reply_content': '回复 @鹤以杉Her13 :没事就好'}
{'reply_time': '2020-02-06 14:25:47', 'reply_like': 0, 'reply_content': '回复 @白的藤_青的木 :我是初6就出来福建了，然后也给这里的安排14天不能出门'}
{'reply_time': '2020-02-06 16:53:44', 'reply_like': 0, 'reply_content': '回复 @188斤的胖子 :疫情就是这样我们这边好像农村特别重视疫情，见谅'}
{'reply_time': '2020-02-07 11:19:11', 'reply_like': 0, 'reply_content': '老乡啊我旁边鹿城的'}
{'reply_time': '2020-02-08 19:44:51', 'reply_like': 0, 'reply_content': '罗阳现在出来还要证，难顶。'}
{'reply_time': '2020-02-08 21:53:08', 'reply_like': 0, 'reply_content': '回复 @没有表妹 :我们去罗阳治病也要泗溪镇证明Σ( ￣□￣||)'}
{'reply_time': '2020-02-09 23:48:54', 'reply_like': 0, 'reply_content': '我2月份都没有出去过了'}
{'reply_time': '2020-02-06 07:15:13', 'reply_like': 73, 'reply_content': '这次疫情初发到现在…也算是让我见证历史了…\n武汉封城了…自我父辈始…即便是非典时期也从未如此…\n交通管制了…口罩都要求戴了…物价稳定了…发布通告要求减少出门了…很多人也正逢着过年休假在家了…也确定开学会延期了…人们的情绪也渐渐从恐慌中平复…\n\n有人为博人眼球散布谣言…\n就有人奋不顾身要当志愿者支援工作…\n\n有人为谋求利益混淆视听…\n就有人在请战书上签下了自己的名字摁下指印…\n\n有人在网上骂着武汉人…\n就有人发动身边所有的资源在为武汉提供物资援助…\n\n总有人在看…也总有人在战\n\n我们这个民族啊…是从逆境中一步步成长起来的\n从不缺少挽狂澜于既倒…扶大厦之将倾的英雄…\n更厉害的是…这样的英雄…我们有很多很多…\n\n希望各位网友…\n相信我们的国家…相信我们的政府…\n相信我们自己抗击灾害的决心…也相信每一个还奋战在一线的医疗卫生通信网络社会治安水电气等保供系统的工作人员…\n\n不轻易相信任何非官方渠道的消息…\n更不去传播任何非官方渠道的消息…\n\n等我们渡过难关…再为自己贺…\n\n各方加油！[加油武汉][加油武汉]'}
{'reply_time': '2020-02-08 03:34:08', 'reply_like': 1, 'reply_content': 'dddddddd！！！[支持][支持][支持]'}
{'reply_time': '2020-02-06 00:37:18', 'reply_like': 84, 'reply_content': '呼吸阀不能过滤呼出来的空气，裤头你作为被隔离人员最好别用；\n现在肺炎也有连续阴性变阳性的，外婆最好多查几次。'}
{'reply_time': '2020-02-08 00:04:06', 'reply_like': 0, 'reply_content': '买不到他也没办法[2233娘_汗]'}
{'reply_time': '2020-02-05 23:39:42', 'reply_like': 56, 'reply_content': 'up加油，我们这边有一个人抱侥幸心理从武汉跑出来来了我们本地然后本来我们这边没有的然后现在越来越多了，他去了那也不承认现在，他还到处拜年聚会，唉现在我们这边也是疫区了。'}
{'reply_time': '2020-02-06 00:42:17', 'reply_like': 0, 'reply_content': '这种人，打110举报他'}
{'reply_time': '2020-02-06 01:26:08', 'reply_like': 3, 'reply_content': '晋江毒王？'}
{'reply_time': '2020-02-06 10:18:45', 'reply_like': 4, 'reply_content': '凭一己之力让全村3000多人隔离那个？'}
{'reply_time': '2020-02-06 06:55:29', 'reply_like': 54, 'reply_content': '坐标湖北，从知道武汉封城的一刻凭一己之力作散了家族年夜饭，之前还被长辈骂，现在他们非常庆幸。大家都要好好的，千万不要再乱出门了！！'}
{'reply_time': '2020-02-06 07:02:17', 'reply_like': 0, 'reply_content': '坐标咸宁市区。今晚开始市区大面积消毒，今晚直到明早'}
{'reply_time': '2020-02-06 07:09:21', 'reply_like': 0, 'reply_content': '回复 @遗忘的小肥羊 :我们也是我们也是～昨天晚上通知了后面下雨就取消了，估计今天要开始。'}
{'reply_time': '2020-02-06 07:25:09', 'reply_like': 0, 'reply_content': '回复 @ppabb :哈哈哈'}
{'reply_time': '2020-02-06 23:14:54', 'reply_like': 2, 'reply_content': '想知道你怎么作的[喜极而泣]'}
{'reply_time': '2020-02-06 23:25:38', 'reply_like': 15, 'reply_content': '回复 @慌慌张张Q_Q :半夜打电话各种鬼哭狼嚎，一哭二闹三上吊，撒泼打滚，最重要的是年夜饭年前是我去帮忙定的，后面我打电话直接取消了[喜极而泣][喜极而泣]'}
{'reply_time': '2020-02-07 00:34:37', 'reply_like': 2, 'reply_content': '回复 @ppabb :不给你点赞我都不好意思了[喜极而泣][喜极而泣][喜极而泣]'}
{'reply_time': '2020-02-06 02:20:27', 'reply_like': 42, 'reply_content': '疑似不可以戴阀门口罩！不可以戴阀门口罩！阀门是单向出气用的，呼出的气体不会经过过滤直接通过阀门排出。疑似患者应该戴无阀口罩，抓紧看到换掉吧。'}
{'reply_time': '2020-02-06 10:51:03', 'reply_like': 2, 'reply_content': '说的轻巧，赶紧换，他要是有的话，他能不用？'}
{'reply_time': '2020-02-06 12:50:17', 'reply_like': 5, 'reply_content': '回复 @酒销朱颜 :疑似病例都带呼吸阀的话，除非一个人都不见，不然就是极其不负责任的表现好吗？？'}
{'reply_time': '2020-02-09 02:19:31', 'reply_like': 0, 'reply_content': '改造胶带密封呼吸阀啊'}
{'reply_time': '2020-02-14 18:25:22', 'reply_like': 0, 'reply_content': '就是啊，而且他还出门取外卖扔垃圾，这样出门对别人也不负责'}
{'reply_time': '2020-02-05 21:40:43', 'reply_like': 47, 'reply_content': '你最近有点水逆啊，刚吃出个不明金属物体来..'}
{'reply_time': '2020-02-05 22:06:35', 'reply_like': 35, 'reply_content': '[阴险]我的老家也是个小县城，我回老家坐高铁时候也戴了口罩，那时候还没有这么重视，大家都用异样的眼光看我，现在估计谁要是不戴口罩，大家都会用异样的眼光看他'}
{'reply_time': '2020-02-06 12:41:54', 'reply_like': 25, 'reply_content': '我也是和肺炎确诊患者同车厢，那天是23号，距离现在已经半个月了，昨天被告知需要隔离，于是配合工作人员工作当晚就离开家去了酒店进行隔离。从1月24号算观察时间为21天，我家老人比我还紧张，我还要忍住自己的情绪安慰他们......\n高三了，时间不待人，就算被隔离也要学习。\n整节车厢的人都被隔离，其中不乏有学生，一起挺下去，守得云开见月明！[tv_微笑]'}
{'reply_time': '2020-02-06 16:50:01', 'reply_like': 0, 'reply_content': '加油'}
{'reply_time': '2020-02-05 22:51:35', 'reply_like': 22, 'reply_content': '来了来了！！'}
{'reply_time': '2020-02-06 02:22:56', 'reply_like': 1, 'reply_content': '栗子球[加油武汉]'}
{'reply_time': '2020-02-05 23:06:24', 'reply_like': 17, 'reply_content': '我从1月15号晚上回到家，一直到现在21天都没有出过家门，不是因为病毒，是因为…我本来就是个宅女[偷笑]名正言顺的呆在家，家里多好呀，有吃有喝有电脑，每天要应付的事无非就是“妈妈看你不顺眼”，但当你每天花5个小时学习（我是医学狗），2个小时打扫家里卫生的时候，你妈妈就不会找你麻烦了[老鼠][老鼠]'}
{'reply_time': '2020-02-06 00:58:44', 'reply_like': 0, 'reply_content': '膜拜大佬，每天花5小时学习'}
{'reply_time': '2020-02-06 11:04:34', 'reply_like': 4, 'reply_content': '回复 @Lzumi-Sagirl :大概有3点原因，\n1，每天学5小时妈妈不会喊你全名[妙啊]\n2，想弯道超车\n3，虽然老有医生被捅，我还是想当个好医生\n以上[呲牙][呲牙]'}
{'reply_time': '2020-02-06 02:06:18', 'reply_like': 16, 'reply_content': '别捐红十字别捐红十字 大家点上去让库总看到 捐韩红那里也比红十字强'}
{'reply_time': '2020-02-06 12:05:14', 'reply_like': 15, 'reply_content': '就是这种侥幸心理，今天在爱奇艺看了一个视频有个男的去了菜市场买菜然后得了肺炎，他没带口罩，与另一个患者（潜伏期）前后只接触了15秒，（他们不认识）然后……现在已经进隔离房了。潜伏期2～14天，体外生存期大约10天。我隔壁镇子上有一例，现在人已经没了。村里现在各种堵路封路，村长天天口吐芬芳，聚堆拉呱直接叫人撵。千万别抱侥幸心理，害死人[无语][笑哭][笑哭]'}
{'reply_time': '2020-02-09 21:14:44', 'reply_like': 0, 'reply_content': '那天我家来工作人员排查常住人口 我这个🐷🧠忘记戴口罩了 现在每天瑟瑟发抖 希望没事[大哭]'}
{'reply_time': '2020-02-10 10:44:14', 'reply_like': 0, 'reply_content': '回复 @esthereee :我们村都用无人机了[笑哭]'}
{'reply_time': '2020-02-06 02:29:37', 'reply_like': 14, 'reply_content': 'up主，疑似病人不能戴有呼吸阀的口罩，这是个单向口罩。'}
{'reply_time': '2020-02-06 17:09:50', 'reply_like': 13, 'reply_content': '我前两天有点低烧，一发现就自我隔离了，吃饭在我自己屋里，不让爸妈进来，24小时除了吃饭都带着口罩，还好第三天体温下降恢复正常，期间也未出现其他症状，解除了隔离。然后从开始到结束后三天一直被爸妈嘲笑胆子小怕死，辩解了几次“我不是怕死我是怕你们被传染”无果后放弃了，嘲笑就嘲笑吧，那会真的挺生气的，就觉着家人一点也不理解不配合（我把房门反锁才拦住我妈）但是后来想想一家人平平安安的比什么都好'}
{'reply_time': '2020-02-07 01:04:37', 'reply_like': 0, 'reply_content': '不是37.3以上吗，低烧也是吗'}
{'reply_time': '2020-02-08 20:34:45', 'reply_like': 0, 'reply_content': '回复 @表妹今晚别走了丶 :低烧不退啊'}
{'reply_time': '2020-02-06 00:51:07', 'reply_like': 12, 'reply_content': '我家这里医院要沦陷了，有一个骨科医生去三亚玩，和一个武汉人同飞机，然后回来还在医院上班，还做了一台手术，悄悄自己去另一家医院做了三次CT，觉得自己没事。然后昨天确诊了 我们市第一例。现在两个医院40多个医生护士麻醉师被隔离了 头皮发麻……感染率真的真的太高了，大家都不确定是不是潜伏期的感染者'}
{'reply_time': '2020-02-06 02:39:36', 'reply_like': 0, 'reply_content': '这个病毒潜伏期很长，且患者可能有不会显露出症状的案例，举个例子，你感冒了，但你没有出现什么异常，没有流鼻涕，没有头疼，没有咳嗽，跟正常人一样（可能听起来有点不可思议）所以其他人可能就在无形之中被感染了'}
{'reply_time': '2020-02-12 21:27:26', 'reply_like': 0, 'reply_content': '做了3次ct都没有查出来吗'}
{'reply_time': '2020-02-05 21:44:38', 'reply_like': 13, 'reply_content': '隔离??啊啊啊啊注意安全，早日不隔离!真的不能侥幸，大家都要提高警惕!'}
{'reply_time': '2020-02-05 21:41:58', 'reply_like': 16, 'reply_content': '裤头早点回家！'}
{'reply_time': '2020-02-05 21:57:54', 'reply_like': 9, 'reply_content': '放弃直播，看视频'}
{'reply_time': '2020-02-05 22:00:50', 'reply_like': 0, 'reply_content': '一样一样，裤头深夜点外卖，听都听饿了'}
{'reply_time': '2020-02-05 22:20:31', 'reply_like': 1, 'reply_content': '回复 @贺朝夫斯吉 :此刻他吃蛋糕吃出了铁丝。。。。。'}
{'reply_time': '2020-02-05 21:47:53', 'reply_like': 9, 'reply_content': '还是不能心存侥幸啊。其实也能理解，放在旁观的角度觉得应该怎么样怎么样，但真的放在自己身上就不会想那么多了'}
{'reply_time': '2020-02-05 21:42:25', 'reply_like': 11, 'reply_content': '山东疫情快吃鸡了[笑哭]昨天我们这刚抬走四个，虽然是阴性，但我怕还有其他人隐瞒病情'}
{'reply_time': '2020-02-05 21:54:17', 'reply_like': 0, 'reply_content': '有一说一东营真的强'}
{'reply_time': '2020-02-05 22:00:00', 'reply_like': 0, 'reply_content': '回复 @さわやかな雨だ :[笑哭][笑哭]都是隐瞒疫情的，贼慌'}
{'reply_time': '2020-02-06 01:13:20', 'reply_like': 0, 'reply_content': '回复 @さわやかな雨だ :没办法，东营本身就是以外来人口居多，大部分人过年都是出东营，进东营的人数相对其他城市少很多，然后东营也及时封城了，所以一直没有病例'}
{'reply_time': '2020-02-06 10:06:26', 'reply_like': 0, 'reply_content': '我现在躺在家我妈不想让我回青岛'}
{'reply_time': '2020-02-06 15:12:10', 'reply_like': 0, 'reply_content': '回复 @吃鸡大侠12306 :青岛怎么了？'}
{'reply_time': '2020-02-06 20:45:50', 'reply_like': 0, 'reply_content': '回复 @jilian2158 :我在东营，没有一例感染，我妈不想让我去任何地方[笑哭]'}
{'reply_time': '2020-02-05 23:37:31', 'reply_like': 8, 'reply_content': '忽然觉得裤头戴了口罩，有点像张伟'}
{'reply_time': '2020-02-06 02:26:37', 'reply_like': 7, 'reply_content': '我15号从武汉汉口回来，回来后小年那天和闺蜜三人聚会，和姑姑一家人吃了饭，20号看到疫情，闺蜜们说感冒，姑姑也开始咳嗽，纠结隔离了两天还是受不了去做了检查，一切正常后还是担心，28号又去了再做了一次肺部CT，幸好没有事😭。不要太侥幸心理了，害得是家人啊'}
{'reply_time': '2020-02-05 23:17:31', 'reply_like': 7, 'reply_content': '裤头现在应该戴无呼吸阀的口罩的[生病]'}
{'reply_time': '2020-02-05 22:49:18', 'reply_like': 7, 'reply_content': '全温州都封城了 现在各个县、镇各自为战了 未来还有两个拐点 希望up加油💪 老乡加油'}
{'reply_time': '2020-02-05 22:32:40', 'reply_like': 7, 'reply_content': '原来是老乡吖裤头，不过我不是泰顺的嘿嘿'}
{'reply_time': '2020-02-06 10:05:08', 'reply_like': 0, 'reply_content': '同样'}
{'reply_time': '2020-02-06 17:35:20', 'reply_like': 6, 'reply_content': '基层告诉你，一般会被告知需要隔离的，是确诊病例是前后三排'}
{'reply_time': '2020-02-05 22:22:29', 'reply_like': 6, 'reply_content': '温州加油！裤头说的很对，我们家老人辈刚开始也不重视，后来我们家年轻辈天天在他们面前唠叨，他们也逐渐重视起来了。所以我们也要担负起责任，守护我们的家人！也祝大家平安健康。春天和好消息都会来的！'}
{'reply_time': '2020-02-06 13:29:12', 'reply_like': 7, 'reply_content': '我们这里有个谎报的肺炎患者，他之前一直串门，带着老婆孩子串了不少亲戚，他在29号正式隔离并且把疫情传染给了他的老婆，去医院时也没戴口罩。我们这里只是一个小县城，药店已经没有口罩，大街上空无一人，没有一家店铺敢开业，这些都是拜他所赐'}
{'reply_time': '2020-02-06 20:29:01', 'reply_like': 0, 'reply_content': '应该枪毙'}
{'reply_time': '2020-02-06 20:54:31', 'reply_like': 0, 'reply_content': '回复 @不仁之备 :他之前还去了一个药店打针，之后店员知道他是肺炎患者直接把药店封锁全面积消毒'}
{'reply_time': '2020-02-11 06:41:55', 'reply_like': 0, 'reply_content': '哪个市的'}
{'reply_time': '2020-02-11 09:14:41', 'reply_like': 0, 'reply_content': '回复 @60303175613_bili :吉林，新闻没报的那么详细，附近很多县城都没报上去'}
{'reply_time': '2020-02-05 21:52:17', 'reply_like': 6, 'reply_content': '没想到裤头是温州的啊！！！我瑞安的，20号还去泰顺玩了两天'}
{'reply_time': '2020-02-05 21:59:16', 'reply_like': 0, 'reply_content': '同乡啊，瑞安现在封城了，我连家门都出不了，而且口罩还不够用了。我有个朋友是在杭州读书的，现在也不能去杭州了。【万恶的新型冠状病毒(´；ω；`)】'}
{'reply_time': '2020-02-06 13:04:35', 'reply_like': 0, 'reply_content': '瑞安塘下的，封城了[大哭]'}
{'reply_time': '2020-02-06 13:05:02', 'reply_like': 0, 'reply_content': '回复 @微凉-kauru- : 同，小改改瑞安哪里的[偷笑]'}
{'reply_time': '2020-02-06 14:18:52', 'reply_like': 0, 'reply_content': '回复 @微凉-kauru- :要封14天啊好像，我已经2周没出过门了[无语]'}
{'reply_time': '2020-02-24 03:13:39', 'reply_like': 4, 'reply_content': '我真的很烦，上面都说了，过年过节别走动这些人就是送人头，一次要是中奖了，你觉得你有多少的几率给自己一个机会改正这个错误！自己啥也不是，什么什么也帮不上，就别出来添乱！烦人'}
{'reply_time': '2020-02-07 12:01:43', 'reply_like': 4, 'reply_content': '弹幕是不是有问题？库特把自己总结过后的想法说出来警示大家，不都是为了大家好？库特之前没有足够的防范意识，这不也是一个值得参考的例子？真是服了某些杠精'}
{'reply_time': '2020-02-08 13:39:50', 'reply_like': 0, 'reply_content': '就这样 还带有呼吸阀的口罩 隔离期间还出门呢 对其他人负责嘛？？？'}
{'reply_time': '2020-02-06 23:20:35', 'reply_like': 4, 'reply_content': '你如果是个疑似病例被隔离，你的口罩是单向保护的，会把病毒呼出来，根本不合格。'}
{'reply_time': '2020-02-06 16:21:07', 'reply_like': 4, 'reply_content': '建议你外卖现在还是不吃为好，自己出去多买点食材屯起来每天炒个菜吃米饭馒头稀饭都比现在吃外卖安全的多。你是不和外卖员见面也会对外卖消毒，但问题是，你能保证那个做外卖的商家没问题吗？这种特殊时期还是小心为好[笑哭]，还有快递也尽量能不买就不买吧，坚持坚持警报解除以后就都好了唉。。。[笑哭]'}
{'reply_time': '2020-02-06 09:02:29', 'reply_like': 4, 'reply_content': '我倒觉得今年是最有年味的一年，至少大家能像以前一样一起在家围着看春晚了'}
{'reply_time': '2020-02-18 17:50:38', 'reply_like': 3, 'reply_content': '老铁，你现在怎么样了？好担心啊！'}
{'reply_time': '2020-02-09 13:09:40', 'reply_like': 3, 'reply_content': '屏蔽一个人，弹幕少一半[无语]'}
{'reply_time': '2020-02-06 14:10:57', 'reply_like': 3, 'reply_content': '你戴这有空气阀门的口罩是要不得。'}
{'reply_time': '2020-02-06 12:41:02', 'reply_like': 3, 'reply_content': '疑似或者确诊的人不要带有呼吸阀的口罩！！呼吸阀可以阻挡外界的气体，同时呼出自己的气体。没有过滤效果！！！'}
{'reply_time': '2020-02-08 02:55:32', 'reply_like': 2, 'reply_content': '我们全家都感冒了，我爸还非得带全家回他老家过年... 所幸都只是普通感冒... 带病回村，不肖子孙，河南的标语就是硬核...'}
{'reply_time': '2020-02-07 19:49:17', 'reply_like': 2, 'reply_content': '我也是泰顺'}
{'reply_time': '2020-02-07 18:38:21', 'reply_like': 2, 'reply_content': '隔离别带有呼吸阀的口罩'}
{'reply_time': '2020-02-07 18:33:18', 'reply_like': 2, 'reply_content': '很多人就是这种思想传染了很多人，疫情才这么严重的'}
{'reply_time': '2020-02-07 17:20:08', 'reply_like': 2, 'reply_content': '恕我直言，就你这种人和你的粉丝，呵呵，都不配总拥有冠状病毒[doge]'}
{'reply_time': '2020-02-07 16:49:13', 'reply_like': 2, 'reply_content': '啊啊啊 我现在有点怕啊 ，在老家村子里 感冒了然后吃了3天药好多了， 但感觉胸里有痰又咳不出来 蛮难受的 还喝了止咳糖浆 京都念慈菴的川贝枇杷膏  ，现在鼻塞倒是没有了，也没发烧，也没感觉呼吸困难，就感觉胸里有痰咳不出  ，现在看了评论之后 很慌！？！  突然害怕[囧][囧][囧]'}
{'reply_time': '2020-02-07 13:39:44', 'reply_like': 2, 'reply_content': '我也是浙江温州的，这边现在真的不容乐观[生病][生病]'}
{'reply_time': '2020-02-06 19:37:51', 'reply_like': 2, 'reply_content': '恕我直言，在座的各位都不佩得肺炎，全家都不佩！！'}
{'reply_time': '2020-02-06 19:38:03', 'reply_like': 0, 'reply_content': '[加油武汉][加油武汉][加油武汉]'}
{'reply_time': '2020-02-06 19:16:20', 'reply_like': 2, 'reply_content': '一股做作的味道 拉黑了'}
{'reply_time': '2020-02-06 16:45:16', 'reply_like': 2, 'reply_content': '等疫情一过，要么养出一群胖子，要么饿出一群瘦子，  要么憋出一群疯子，要么就造出一群孩子。多年以后，孩子:妈妈，为什么这么多人和我同一个月出生的啊?妈妈:这件事，还得从一只蝙蝠说起...……😒😒😒😒😒😒'}
{'reply_time': '2020-02-06 15:14:44', 'reply_like': 2, 'reply_content': '你特么都发生了还拖到现在了，现在才检讨有鸡儿用，我特么一有情况就去医院确认了'}
{'reply_time': '2020-02-06 14:04:50', 'reply_like': 2, 'reply_content': '我老怕我过敏性鼻炎被抓去隔离[笑哭]'}
